Date,S&P500(TR),S&P500(NetTR),S&P500
10/23/2017,4981.37,4470.49,2564.98
10/24/2017,4989.56,4477.81,2569.13
10/25/2017,4966.29,4456.93,2557.15
10/26/2017,4972.6,4462.59,2560.4
10/27/2017,5012.75,4498.62,2581.07
10/30/2017,4997.15,4484.51,2572.83
10/31/2017,5002.03,4488.85,2575.26
11/1/2017,5009.99,4495.99,2579.36
11/2/2017,5011.48,4497.19,2579.85
11/3/2017,5027.49,4511.42,2587.84
11/6/2017,5034.3,4517.42,2591.13
11/7/2017,5033.38,4516.59,2590.64
11/8/2017,5040.74,4523.16,2594.38
11/9/2017,5023.01,4506.92,2584.62
11/10/2017,5020.31,4504.01,2582.3
11/13/2017,5025.36,4508.52,2584.84
11/14/2017,5014.53,4498.59,2578.87
11/15/2017,4987.96,4474.45,2564.62
11/16/2017,5030.48,4512.15,2585.64
11/17/2017,5017.45,4500.42,2578.85
,,,
,,,
,,,
,,,
